,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)"
X 0| 0X| X ,-3.0831420856650547,3.5354565734400003,-0.6691822291927949,2.1921863168,-2.052816473767034,-0.5434631595029269,9.999999568640854,-1.1203062860893673,0.0
X00| 0X|XX ,-7.1352,-5.564,-5.940200000000001,-5.904000000000001,-3.9800000000000004,-5.564,-5.564,-3.9800000000000004,-4.880000000000001
X0 | X | 0X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0  | 0 |XX ,-0.6799853300765539,1.1568086828343715,3.394590913231356,0.887651954365221,-0.49616057937890357,2.1879558289168792,-0.7790157060536756,-0.6147760390915786,9.999999999999577
0  | 0 |XX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X0 | X |0X ,-3.6,-3.7631771198464,-4.284000000000001,-3.6,-3.6485415039999998,-1.9162465792,-3.6,-2.0,-1.3388972690630245
X00| X |0XX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0X |X 0|  X,-4.880000000000001,-7.50298982656,-0.6743498240000001,-3.6,-0.9634542792704,-6.7232,-0.62683482284032,-0.63805582336,-3.6
0X |X00|X X,-2.0,-3.9289972633600003,-6.7232,-3.9473582485504,-3.6,-7.524953668960256,-6.76725932235049,-1.9852426047410323,-3.976495118625995
X0X| 0 |X0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XX |0 0| X ,-2.1980736,-1.7945779523584,-2.0,-0.3550136832,9.907766279631453,-2.73245402302002,0.0,-1.6508736000000002,-2.0
0 X|X0X|0  ,-1.7099925752806624,-5.904000000000001,-1.4387841964600199,-1.466254143357736,-0.49845887999999994,-1.72190550858753,-0.6540039002680199,-2.7822400000000003,9.952776335171304
0  |XX0|X  ,-3.71613361155025,5.748541426059045,9.480768329920325,-1.8370487113047367,-2.3593819409078134,-2.478006154233476,-1.697383811618949,-2.177728370688,1.2903111855331602
   |X0X| X0,9.999996786123912,1.2131419836416,3.3631962780439615,-0.20787515393597356,-0.3956997019123181,-0.5973308097621084,3.5793991168000003,-0.350481351475502,-0.4613187698587796
X 0|X0X| X0,-2.3808179523583997,-2.0,-1.683522357248,-0.12190550858753008,-1.7175244068700242,-0.49845887999999994,9.926213023705163,-0.8501097746432,-0.11752440687002413
X00|X0X|XX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 00|X  | XX,9.884707849539316,-1.0728,-0.9013052650530998,-0.5185765669109761,-2.0,-1.3559999999999999,1.824608,-1.50547550181378,-0.30401094656000005
000|X  | XX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XX |X 0| 0 ,-3.1290914995200003,-2.0,2.4784657919999997,-1.7869071872,0.0,-2.0,-2.0,-2.0,0.0
0X |0  |X X,-6.763545847219954,-3.6352336000000003,-1.92899726336,-7.078880056081433,-3.2800000000000002,-0.41704574817459694,-5.966543501133554,-1.8343734839333357,-2.0
X X|   |000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0 X|  0|  X,-3.6,0.9925768917065722,-4.303296772359824,0.0,0.8721676451631817,-1.82949248,1.5596177845782329,0.0,-1.5921177443370695
0 X|X00|  X,-5.136664898768884,5.906516192582422,-3.810146597731899,-4.545165576171515,-4.293642728308133,-5.174424650746642,1.6377285175854301,3.644720097681167,-4.8644145952407545
   | X0|X 0,-2.7328,-2.0,9.962221068137044,-1.22,-1.26855176403804,-3.6487999999999996,-0.5185765669109761,0.0,-1.0030923163955303
0X |  X|X00,-3.54224,-3.6,0.304,0.0,5.904000000000001,0.0,-1.316,0.0,0.0
X  | X |0 0,-1.9550136832,1.6689600000000002,0.0,1.12176,-0.1668503069687809,0.0,-1.4563136,9.64815627911168,-1.4563136
0X0|  0|XX ,-2.0,-3.6,0.0,0.0,-1.6960000000000002,0.0,-2.0,-2.0,0.0
 0 |0X0|XX ,-2.0,-2.0,-2.0,-3.6,-2.0,-2.0,-3.6,-2.0,-2.0
00X| 0X| XX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0 0|XXX| 0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0X0|0XX|0  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  X| X0|X0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X 0| X0|0 X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  0|X X| X0,-0.27342930359681494,0.304,-2.5696212711628803,0.0,8.526386394185417,0.0,0.0,0.0,-2.0
 00|X X|XX0,7.37856,0.0,-1.3006656000000003,0.0,-2.0,0.0,0.0,0.0,-1.62
X  |0 X| 0 ,-4.39852083175424,0.0,0.0,-1.2656261195227136,1.8164371162890243,-3.6,4.369508549378048,0.0,0.64515488
 X |X 0|00X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0X |XX0|00X,-3.6,-2.0,0.0,-3.6,0.0,0.0,-2.0,-2.0,-2.0
0 X|  X|00X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00X|  0|X X,-2.0,-2.0,-2.0,-2.0,1.569764809915589,-4.77228856372725,-3.423832,0.9272,-4.703832
 X |0X |X0 ,-4.861723622853118,-6.7232,-0.272992,-2.0,-3.6,-2.0,-4.880000000000001,-2.0,0.0
   | 0X|X 0,9.999999999999996,8.086451415005124,8.561613970885526,9.10727258850627,-0.5020490402218484,-0.5015438032133879,-0.5676570856830355,9.219302361039013,-0.5012900912436633
0  | 0X|X 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 0X|X X| 0 ,0.22443289599999972,-3.2199999999999998,-2.0,-2.0,3.6,-2.0,0.0,0.0,0.9272
XX0|  X|  0,-2.0,-5.8318,-5.904000000000001,-0.19760000000000005,-0.19760000000000005,-3.5278,4.150689536000001,0.0,-3.6
0X0| X |  X,-9.080499598541524,-5.484496083793348,-6.055835526680577,-2.2527133437081717,-9.095006745358383,-3.6,-4.072813127403086,-1.8840533101783057,-8.619872588087768
0X0| X |0 X,-2.0,-2.0,-2.0,3.6,-1.316,-2.0,-3.6,0.0,-2.0
0  | XX|  0,-4.66215306418176,-1.7276799999999999,-0.4508080000000001,4.571221864889058,-6.505353064181761,-4.880000000000001,-2.0,0.0,-5.445335995527167
0 X|0XX|  0,-3.6,-2.0,-3.2199999999999998,-3.6,-2.916,-2.0,7.37856,0.0,0.0
X 0|X0 | X ,-1.5072540481842964,1.578332362752,-1.5197307594267113,-0.49719432936056285,-0.40396630694247965,3.3326428891299757,9.999885820184584,-1.286161624585993,3.3349819494400004
   |X  |0X0,0.05776,0.0,5.312830118970332,-3.5862819999999997,0.0,0.9387520000000001,-3.7885682553724274,0.0,-3.3498992000000003
0  |X X|0X0,-2.0,0.38,0.0,-1.316,7.9028480000000005,-2.0,0.0,0.0,-2.0
0XX|000|X  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   |0  |XX0,0.0,0.0,0.3171024,-0.4415651877588793,8.202288485479583,0.0,-2.3814798766106424,-1.814544475962021,-4.963830420601976
 X |XX0|  0,-2.0,-1.024577029763128,9.999970068446467,-1.1854911286638774,-0.5165741418727142,-1.3094270483869068,-4.3808,2.174640896,-0.7452448502407554
   | 00| XX,3.630456413843969,3.041131345807933,1.713481491556775,9.999999999999996,-0.5059598750080545,-0.4999990151115674,7.239037654995532,-0.5019135789211345,-0.4995026885299658
X0 | 00| XX,-0.10031569164899921,-0.8747334115101355,0.0,9.998670772004214,-0.7364723935288966,-1.1896542667440193,4.935834092452116,-1.07653248,-0.6830639493331682
X0 |000| XX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  0| X0|X X,-3.4982878372167683,-3.6,-2.0,-2.0,-5.530601428563559,-2.0,-3.9800000000000004,-2.0,-2.0
  0|  0| XX,-1.6960000000000002,5.5220335865856,-2.0,0.0,0.0,0.0,0.38,-2.0,-4.555873984
   |0 X| 0X,1.6580241387520003,-1.553792,0.046208,-2.0,2.961233270771313,-1.687452599808,0.0,-2.0,0.0
 X |00X| 0X,-3.1389288450166632,-2.8724793612296193,6.644294424695856,-2.2018854272925177,-3.5278,-1.3483238006485092,0.0,-2.0,-4.802600499872214
X00|X X|X0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   |  X|X0 ,3.7428833997432096,5.6941889569277215,1.474054295598863,0.7039263534690714,8.997782266634472,-2.5558762686191003,-2.5052343102748957,-3.966901840467696,0.12996000000000002
 0X|  0|  X,2.2142068942212227,-2.0,-3.3469382196830555,0.0,1.182993996817805,-3.222602144707581,0.23392800000000002,0.0,-4.502602144707581
 X |X0 |X 0,9.940970418964131,-1.189739343240831,1.8954060818854648,-2.617632,-1.5034428123660433,0.0,-2.9020823572479997,-0.361007104,-0.5982224404480001
 XX|X00|X 0,7.37856,0.0,-0.8782399999999999,-1.93104,0.0,-1.316,-1.62,-2.0,-0.8782399999999999
0XX|X00|X 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0XX| X0|X0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 X |00 |XX ,4.804836121904135,-0.8398331021926533,0.23764791392535792,-0.8098212290171357,-0.4470472850200163,9.999999157501666,-0.5427330499315447,-0.7669040742618181,5.481331324765464
X00|  X|X0 ,-0.3550136832,0.0,-0.3550136832,0.0,8.65782272,0.0,-2.0,-1.0728,-2.0
00 |X0 | XX,-2.1596252086960193,-2.3275233757784966,9.969776854509636,-0.9694556203968151,-0.5037741762000886,-0.23836538884063385,0.7254549931832901,-1.7694019730948238,-1.4852351458928346
 X |X  |00 ,0.33198878862318637,-0.23056700579839992,0.0,-0.41502061043711985,1.581232896,0.0,-0.5980736000000001,-2.09845888,9.718525023289343
X X|0 X| 0 ,-3.6,-2.0,-2.0,-3.6,0.0,0.0,-2.0,-3.6,0.0
000|  X|  X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X  |0X |0X ,-3.6,-3.2600000000000007,-4.6240000000000006,-5.623384630476799,-3.9800000000000004,-5.53536,-3.9800000000000004,-8.168198054400001,-2.88855068672
   |0 X|X 0,0.036966399999999996,0.0,0.704927252992,-3.3636024421351154,7.901339448727846,-1.903110251397539,-4.672064,0.0,-2.261621690521051
  0|X 0| X ,3.27678431551488,4.419835901952,-0.1023520860746423,-0.24748055149117945,4.552028413031219,-0.30401094656000005,0.520483400192,-0.6822087027875172,9.998670772004214
 00|X 0|XX ,0.0,0.0,-1.62,-3.6488000000000005,-2.0,-2.0,0.0,-1.62,3.6
X00|  0|X X,-2.0,-2.0,-3.6,-2.0,0.0,-2.0,0.0,-2.0,0.0
0X0|  X|X  ,-4.951336344643157,-3.3657406564445456,-3.895352520047797,-0.8849622112772075,6.057198203478544,-4.1946208910829,-2.5941742336261564,-0.504693504,2.217157576996454
0X0| 0X|XX ,-0.6558394508387175,-0.5985211308213472,-1.5859388951328661,-6.7232,-0.6139779692507827,-0.4691412874990923,-1.3162519791456226,-0.8414755236343533,9.999999460801067
0X0| 0X|XX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  0|0  |XX ,-1.6,-1.4527999999999999,-3.6,-5.733383976296652,-2.0,-4.880000000000001,-5.534287664167271,-2.0,1.6932434873350273
 X0|0  |XX0,-1.6960000000000002,0.0,0.0,-3.6,1.69598905344,4.880000000000001,-1.9278,0.0,0.0
X0X|0  |   ,-2.9905802085090007,-3.3340588588787208,-2.8534846629790995,-2.4749524485718313,8.67647210784174,0.9272,0.39513107712,1.1795200000000001,1.5804867747961588
XX |  0|X 0,-4.23504,-2.0,7.37856,-0.3225920000000002,-2.78245888,-3.892,-5.22,-3.0065919999999995,0.0
0  | 0X|X  ,-0.5277500236204574,8.494442324760556,6.764941485030695,7.969289460726742,-0.5112020688575123,-0.569665511106798,-0.43451733977607204,8.160967973275806,9.999999999999174
0  |00X|X X,-3.792101548641085,-5.904000000000001,-1.9392,-5.1387505146567545,-2.0,-3.5242190716604718,-3.5242190716604718,-1.6809224069914581,-6.76012602765255
 X |X0X|0 0,9.855884811924145,-0.28963450342880054,2.0,0.0,-2.04329088,-1.627125767421952,-2.31381270863872,0.0,-0.731553845575025
0 X|  X| X0,-1.8376893813777375,5.7047744328008925,-0.6062531748476232,5.07353265430528,9.999999998957037,-1.2552194266931933,6.6885095659341385,-1.0041762308485032,-0.6428651045712954
0X |X0X|   ,-0.6440732472194048,-0.9161173292999454,9.041162073799455,-0.5066040694991438,-0.5063453314550256,-0.5076710218316095,9.388647105612694,2.677785080865065,9.999999999999996
0X |X0X|0X ,-1.950411965318604,-1.4617341460211126,9.997923081256586,-0.4789914885235163,-1.753951593962345,-2.4850111998132,-1.7003946145612487,-2.994767104,4.880000000000001
XX0|  X| 0 ,-3.0374146796544004,-6.431674034671617,-3.6,-0.07600000000000001,1.253850214855475,0.0,3.671293696,-4.703832,0.0
  0|0 X| X ,1.775968,0.0,-2.6134958337024,-2.7888897203200003,0.0,-1.695281344,5.799782058409984,-1.2460144897024001,0.0
  0| XX|X00,0.0,0.0,0.0,0.07600000000000001,-2.0,-3.58556,-3.6,0.0,0.0
X  | X0|0X ,-2.0,-0.18544,-3.6,-2.0,-2.0,-3.6,-5.904000000000001,0.0,1.87809449141247
 X | XX|0 0,0.0,0.0,-4.880000000000001,0.0,0.0,-0.6293341097983999,-0.5415513004600198,9.855884811924145,0.0
 X | XX|000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0X0|X 0|X  ,-2.78712448,-1.9550136832,-2.09845888,-3.58556,0.07600000000000001,0.0,0.0,0.300308224,9.31280523264
 X |0 X| X0,-2.0,-2.0,-2.0,-2.0,0.0,-5.904000000000001,0.0,-2.0,-2.0
 XX|00X| X0,9.141006540800001,-1.316,-1.316,-1.0728,-2.83125888,0.0,-2.0,-2.322592,-2.018592
X00|X  |0XX,-2.28660294656,-1.9550136832,-0.18356288371097593,0.0,9.5601953488896,-4.880000000000001,-0.9046378204397568,0.0,-2.4932536832
X0 |00X|XX0,-5.7672,-5.242685220191235,1.9994807703141464,-3.985685003004083,-4.148988282302027,-5.460165480565691,-5.042443200784797,-6.593507965702312,-2.937044867240732
X0 | 0X|   ,-0.5026062937056425,-0.5859089310583169,8.013073372904712,6.377016818165088,-0.5070818810356469,-0.5174520208635038,8.251831233555198,9.999999999999996,6.974653901836965
00 |XXX|0 X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0 X|XX |00 ,-3.574008,0.1368,0.0,0.0,0.0,0.39906688,-3.46351912704,0.0,0.0
00X|XX |00X,-3.6,-2.0,-2.0,-3.260802189312,-2.0,1.8282013081600001,0.0,0.0,-1.6996917759999999
0 X| X0|XX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X  | 00| X ,-0.504859541850603,8.325732308722868,8.840836547345896,9.999999999999996,-0.5009180975584873,-0.5152807361868533,9.18315441427817,-0.4992353505868514,9.473633108009615
X 0|X00| X ,-2.7515671040000003,-0.3225920000000002,-1.3158543872000004,0.0,-0.41876710400000017,-1.9310399999999999,3.6,-0.41876710400000017,9.64815627911168
X00|X00| XX,-3.6,-2.0,-2.0,-1.316,0.0,-2.6878136832,9.5601953488896,-2.1980736,0.0
 XX|0 0|0XX,0.0,0.0,-1.316,-0.7225920000000001,7.37856,0.0,-0.5980736000000001,0.0,0.0
 XX|000|0XX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  0|X 0|0XX,2.87550905344,0.0,0.0,0.0,0.0,0.0,-1.4536532798464001,-1.4536532798464001,0.0
 00|XX0|0XX,7.37856,0.0,0.0,0.0,0.0,0.0,-2.0,-3.2199999999999998,-1.316
00 |X X|  X,-1.4225675361560248,-2.677204268070217,9.996754814463415,-0.50945384627408,3.341998000434401,-1.346215821698253,-1.4527999999999999,-4.880000000000001,-2.4456370613013227
 0X| X |X00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 X0|0  |XX ,-3.6,-3.6,-3.9800000000000004,-5.488,-3.410940107593303,-4.880000000000001,-3.9800000000000004,-6.284000000000001,-1.6
 0 | X |0 X,6.829604394667633,-2.0,-1.6960000000000002,2.6230822400000005,-1.1481250966528,0.0,-2.0,-2.0,-1.05213406132224
 00| XX|0 X,8.65782272,0.0,-0.8782399999999999,0.0,-1.580832,-2.0,0.0,0.0,-0.8782399999999999
00X|XX |0X0,-3.299691776,-3.6,-3.6,-4.355383551999999,-3.6,1.66445568,-3.2837534208,-3.4632000000000005,0.0
  X|X 0|00X,0.25548160000000003,0.0,0.0,-1.951458496,0.0,0.0,0.0,-3.5514584960000004,-3.6
  0|0XX| X ,-0.7911823976431696,2.6448181057903715,-1.1942323366561385,-3.490932306145084,-3.2078166733122764,-1.3698258693249108,2.8462192128,-1.7545327574763112,-2.0
0 X| XX|0 0,-2.0,-0.6727999999999998,-2.0,3.6,0.0,-2.0,0.0,0.0,0.0
 XX|0X0|   ,-4.880000000000001,-5.564,-6.8919999999999995,-3.9800000000000004,-5.868,-3.9800000000000004,-4.880000000000001,-3.6,-4.880000000000001
XXX|0X0|0  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X0X|X 0|  0,-2.0,-3.6,-2.0,-3.6,-1.79561472,0.0,0.0,-2.0,0.0
X0X|X 0|0X0,-3.6,-3.6,-2.0,-2.0,0.976,0.0,-2.0,0.0,0.0
 XX|X 0|  0,4.302639260900176,-3.485140646491476,-1.9630336000000002,-1.1824985404289665,1.12176,-4.112595205674809,-1.28,-0.15823999999999994,-3.5747733122169807
 XX|X 0|X00,-2.0,-3.6,-2.0,-2.0,-2.0,0.0,0.0,-2.0,0.0
X0 |0 X|  X,-3.5312656000000002,-2.0,-2.0,-3.6,-0.45247360000000003,-2.0,-1.28,-0.7350136832,-2.0
X  |0X0| 0X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  X| 0 |0 X,-1.4236704240512195,4.444040816468987,-5.457576109329034,3.5819995921388594,-4.677194387168004,5.346921040633445,-6.625674320590887,-4.348414568401594,-4.872770819830633
0 X| 0X|0 X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XX | 0X|  0,-3.47366452654915,-2.873768804119079,7.027545851878227,-3.2642465792000004,-2.8149301980983563,-2.5787890450977002,0.748780296192,-3.6966400000000004,-1.7498518764779796
   |X0 |X 0,9.999999999999996,-2.0433384974835516,7.498170944994795,-0.5674280048196227,-0.5316247834760934,-0.23347785438787794,-0.5874191801610746,5.420855244941123,-0.6108813978513699
00X|XX | X0,-9.369216000000002,-7.8093200000000005,-7.873920000000001,-9.4086144,-7.873920000000001,-7.37856,-7.37856,-7.4506000000000006,-7.880798
00X|XX0|XX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0 0| XX|   ,-3.01648,9.31280523264,-2.021667637248,1.6689600000000002,-3.269800757248,-2.0,1.12176,0.0,0.38
0X0| XX|  0,-2.0,-2.0,-3.6,0.1368,-1.974008,0.0,0.0,0.0,-4.8332144
  0|X  |X0 ,0.26636601600000004,6.3553943957504,-1.5863005462487045,-3.2828976000000005,0.1427873276729752,-1.7742652106610612,-5.727832000000001,-1.8238320000000003,-1.6
   |X  |X00,0.0722,0.0,-3.6,-5.274236614538474,3.2567841340080355,0.0,-3.6,-1.6777620798464001,-2.0
 XX|0  | 0 ,1.8635200000000003,-4.29742792028847,-6.020856784288471,-3.109221879518975,-0.916577738719401,-3.6,-0.2947267395584001,-4.75525710592,0.0
0  |0X0|XX ,-2.0,-2.0,-3.6,-2.0,0.0,-2.0,0.0,-2.0,-2.0
X0 | 0X| X ,-5.059157004647008,-4.475685313355586,1.958445839253504,-0.46332659884032,-3.962473356289346,-3.93669138464585,7.341505049318063,-2.021712182469588,-0.18544
XX |0X | 0 ,-3.9800000000000004,-4.5968979094528,-4.41344,-3.9800000000000004,-3.6,-4.4192,-6.7232,-2.0,3.0900110028800003
XX0|0X |X0 ,-3.8554816,-5.1354816,-5.065440000000001,-2.0,-3.6,-5.904000000000001,-6.356473599999999,-3.8554816,-1.66445568
XX0|0X0|X0X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X  | X |  0,-3.2875891651809495,0.6323978539491656,4.980557813555532,0.10139365104910106,-3.261456207347041,6.7632754168045315,7.32114809615976,5.892285281064143,-2.878606801709736
0X |   |0XX,-1.3900869877966424,-1.2562282933885063,5.798716716873714,9.31280523264,9.499901304422515,-0.5295598133739512,-1.313944514826275,-0.6792330361017199,-2.223950428078745
X0X|0 X|   ,-3.5278,-5.904000000000001,-3.3291056,-3.423832,-2.641967104,-4.880000000000001,-0.300308224,3.59160192,0.0
XX0|X0 | 0 ,-0.7853486912012156,-0.9325813284656508,-1.130803235860339,-1.1814836707442118,-0.9221322276825525,-2.198911787008,9.99999742889913,-0.4651702761982729,-0.9492823572479998
 0X|0 X| X0,2.262368,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
00 |X0 |XXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X X|X0 |0  ,-4.6411076431527105,5.242630087314562,-5.385236904306721,-5.072286687848238,-5.476488614897601,-1.85836384256,-4.88455930880659,-3.6024791039999995,-0.376839531673295
X0X|X0 |0 X,-2.1864045496283473,-1.7273818857344125,-1.5977450028523617,-1.388850123825616,-1.0059172217840149,-0.4,-1.127316260170828,9.984525749508933,-0.46239556893441264
0X | X0| X ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0 0|X X| 0X,0.0,6.7232,0.0,0.0,0.38,-1.775392,0.0,-1.62,-1.62
000|X X| 0X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 XX| 0 |0  ,7.8107624575365975,-3.988025409309592,-4.393138106603276,4.108120374215583,-4.359454600740302,1.362810852913932,-4.413475684391134,-3.8837537907101423,4.2300636307460415
 XX|00X|0  ,9.774820018631475,-1.3160157630464,-1.5562644420350444,0.0,-1.0728,0.0,-3.6,-2.0,-4.880000000000001
 X |0X |0X0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   |XXX|00 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00X|X 0|  X,-4.232226491552853,-1.693254071303342,0.0,-4.45371552531189,0.34735824855040004,-1.98556,1.6144522562982013,0.0,0.0
00X|X 0|0XX,-2.0,-1.6254763771468825,-3.2837184,-3.24611340115968,1.976941569907863,-3.036493965312,-2.9541181285964826,-4.949738087399425,-1.6243811017175063
XX0|   |  0,-3.108660138645119,-3.6057037635461913,-2.494719402676921,6.335565424691157,1.9801929625599999,3.6,0.6232,0.0,-1.5137190724016212
 0X|X 0|X0 ,2.768224,-2.0,-2.0,0.0,0.0,0.0,-2.0,0.0,-2.0
XX0|X  | 00,-3.6,-2.0,-3.6,0.0,0.0,0.0,0.0,0.0,0.0
X 0|0X |   ,-4.366916088758477,-1.28,-4.884965537516954,-3.860965537516954,-4.3843884718248685,-3.2800000000000002,-3.561450496,-2.0,4.75216910675584
 00| XX|X  ,9.984525749508933,-0.3723525893800595,-1.2198125051919668,-0.1368,-1.6673280499454883,-0.2558228032862329,-2.0978661840280357,-0.7327999999999999,-1.92899726336
  X|00 | X ,8.89435762913106,7.835542358193639,-0.5111350144144277,-0.507360710418312,-0.5071548513972697,9.999999999999996,9.409027852818177,-0.5032061300696546,7.389785911740299
0XX|00 | X ,-0.6390246297600002,-0.7050066369080199,-0.8174680231936,-1.16225094656,-1.06269360463872,3.6,9.855884811924145,-2.438236114416015,7.37856
XX0| 00|  X,-2.3464578727089367,-2.0,-1.7012042680702169,3.6,-0.5612134141586453,-0.5336076143846056,9.996754814463415,2.3867463168,-0.1890596659136759
0XX|   |00X,-3.2199999999999998,-2.0,-3.1740736,7.9028480000000005,-1.8205184,0.0,0.0,-2.0,-4.5
0  | XX|0X ,-1.56717662772225,-0.03726041525876722,-1.686165561121248,9.999776992548014,-0.10574239764316928,-1.2857590295073946,-0.5778387699243155,-1.1622227618654664,0.3997084891299756
XXX|00 | 0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0  |X 0|X X,-6.909014293185567,-1.9747662209875974,-2.2810172630050483,-3.7301174772450265,-1.9731545285663967,-3.6,-3.7612027194059063,-1.007597212988316,-6.995325291730632
0X |  X| 0X,-2.0,-7.373331639825146,-1.4389246456768285,-2.101440132128357,-1.838333120471366,-4.457818090001288,-1.5158136832,-8.411487970061149,-7.307466017713816
X  |X 0|X00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  0|X X| 0X,-1.95388659884032,-1.28,-3.8599837154313104,-3.553792,7.853315235778123,-2.5096483071947953,0.0,0.0,-2.0
  X|0 X| 0X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0X |X0 |  0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X0X|  X| 0 ,-1.4023986992068693,-2.0,-2.0,-0.4782399999999998,9.81985601490518,-0.8879252436975618,-2.88,-0.5980736000000001,1.7059264
0 X|   |XX0,-1.9671138233187482,0.4309329825972239,-1.765150304294523,0.3571448934399999,9.99999742889913,1.2370408960000003,-1.1015355846424082,-1.7291367804086408,-1.0102771369465624
0 X|  0|XX ,-4.4075647872,-5.904000000000001,-1.5275647872000002,-1.4527999999999999,-0.6460039234355199,-3.0235967872,-3.5740096638771197,-2.0,1.96664879774158
  0| X0|X  ,3.31132345344,4.434591488,-2.244802448155339,0.09221111174660097,-0.4370932506276174,-0.3000628772973505,-1.2464114986841397,1.23073232717824,9.99998467504459
 00|XX0|X  ,8.926258176000001,-2.0,-1.62,-1.07653248,-0.49845887999999994,-2.0,-0.7225920000000001,1.0193344,2.0
  0|X0 |0X ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XX |X0 |0  ,-1.278293667839665,-1.5324794477190131,9.999994978318611,-1.4602537459685294,-0.6370133747960293,-0.7920006057984001,-1.7454397953728655,2.35095890944,3.078006329043185
0  |0  |XXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00X| 0 | XX,-8.661694690615994,-8.857420230100681,-3.454260232679424,-3.6,-3.4452540288000004,-1.2217715751599774,-3.8709428400515504,-4.6599920675840005,-5.628348924512244
00X|X00| XX,-1.6526417514496001,-4.242638989312,-2.9188711988215847,-3.111708479528634,-5.771076645860804,-5.614619269528948,1.9980192959371432,-5.406699776,-4.35401073664
00X|X00|0XX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 0 |0 X|X0X,-1.6960000000000002,-2.0,0.684,0.0,0.0,0.0,-2.0,0.0,0.0
00 |0XX|X0X,-2.916,-2.0,7.37856,-2.0,-1.62,-1.580832,-0.5980736000000001,-0.7225920000000001,-2.3688000000000002
  0|00 |XXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X0 |XX0| 0 ,-3.6,-2.0,-2.0,0.0,0.0,-3.6,-2.0,-2.0,-2.0
X0X|   | 0X,-0.20558064307915863,-0.44861411146997743,-0.3977409989606625,-1.3784588799999997,9.987620599607146,-4.124288,-0.43023999999999996,-1.3352759801617982,-0.506417514496
 X |0 X|00X,7.9028480000000005,0.0,0.0,0.0,-1.6960000000000002,-1.316,-3.6,-2.6728,-2.1980736
 00|X0 |X X,2.0,-1.0728,-0.7716743132774401,-0.5827256980499584,-1.2331156003406218,-5.904000000000001,-0.3550136832,9.855884811924145,-1.753480245575025
